PID,SalePrice
907135180,127489.17592189221
528181040,219207.25099099232
528175010,218573.77540997587
531379030,185467.45753327166
923275090,129232.13187744089
528181070,226370.5567506438
908103280,146745.57962203576
902201110,126216.89923260911
905103070,139059.1937409454
527162180,177194.79568844693
905450020,144940.92293292118
535301150,156152.07145152974
535451170,80272.22724585376
909250060,201505.35646907846
527254020,327088.83553091926
911128180,77682.80818391919
534475170,175611.0755724311
535402180,120957.33805629006
528235180,182320.26375215172
907200130,127931.00809136454
906476030,191558.130084818
923203090,146617.45471879467
903454020,79220.37184053609
534277060,114646.08955433723
535450220,135195.8376553502
527252090,292644.58408123144
535300040,131890.02262424916
533241010,226993.03123685118
903201090,107933.61848677452
921128030,338227.1782504302
535180020,152181.35819633148
527106050,166041.47973215746
903233050,128358.32136358325
527105010,161535.3795052542
907196050,212766.17354672693
535375010,86623.12542635768
909455040,185225.9187263945
911370410,253473.89558853774
906223080,202212.32318539638
902204080,89159.39160845538
916225130,281874.20010335644
534400060,160194.87749502755
528178090,357033.250785028
528235190,195619.08244439506
906477110,160486.78800464427
902106090,127053.12200658316
535327160,117559.58126404359
909129100,123661.02689633155
909281110,213533.9813393207
528188120,198041.1236355111
528150120,332619.2706348655
535125060,216529.90469313564
906380120,196353.634943259
527451020,116878.70300678113
528429100,270312.72669783887
527132090,257039.6506494611
902427045,107730.22912445705
923276260,143208.24550590006
907290140,140391.1070481757
906380100,279186.86492088594
527377110,178241.10058933435
535379110,122990.68606540427
527427230,175307.06677511588
905105010,133452.11829122147
533215080,250011.0856013467
903484080,60307.37706545102
528441080,257137.33239582708
528120100,247094.68855716856
902301060,94822.16956907476
528231050,179974.9255709346
535353190,144312.09221823522
907201280,142820.30898235686
528315080,291696.35775988165
531375060,161940.6093177495
906200230,166191.15746038684
527451550,107520.37756482096
902103090,100321.49695225355
534401190,147405.89655762527
909425085,285513.82842165214
526352080,180920.50112808333
907126050,157560.09906494594
905352180,222881.93016318697
533212060,146524.47729042446
527356050,128637.6687712648
534479240,139990.46620102157
906226130,126808.66614914939
923228210,83347.17564321478
903227080,128098.19499229736
535179120,118377.19324914685
908201100,87889.41875956225
532479050,132396.81897146735
534402060,132186.2344574095
902109160,108274.3643618764
904302030,173886.29213259232
902300215,123703.61319985463
903228070,104595.8502200971
902406070,123220.36091477271
907410020,195920.74851134556
528365090,316581.2320358428
534450110,70985.72254898198
527146135,342622.4463128791
535325340,140813.82504690217
534452060,112975.12557667382
535325090,134892.5874238036
534202130,139481.8072504811
528118020,346727.11992013664
527214050,388408.61291766237
907401060,219889.10496170656
905104210,121059.66055440479
905225080,236834.98295479824
535178060,139845.04447987827
914476450,159459.8403508784
533250050,224839.29030680927
535450070,141296.4929112615
528181060,231782.9731356202
535454100,129528.5073551367
534476080,145883.38766840697
909452114,251506.7021850388
903476090,125236.21500394228
904101040,130128.91511122505
534431030,135712.20592627948
910202060,100792.05432054693
916386090,255604.2236255329
527451460,106149.0787008046
528290120,186184.25232914873
531375090,145753.05212722725
527403040,157391.35271450077
535453020,137703.1005087026
911175360,94154.19860193589
528228545,179509.15505283984
534275100,129988.38970038517
528142040,342283.00970266445
527357110,131187.08027620526
528480170,275950.50424720463
905226030,121595.65413262052
905104110,137068.50259836868
528480070,261212.8521284488
528386040,417090.03027114505
535453100,125624.31242353463
907192030,203689.36034190276
905478030,133559.41560428607
527210050,371753.38793626864
535382020,111149.60944379582
528110070,319822.6010210614
902303100,148542.50163471114
903456090,101775.68860604869
528186080,294164.860721208
909275310,226107.9094910475
908128100,192442.15657640735
908102140,120868.33187973124
531385060,178027.06578606367
902103100,138434.1505233502
528106010,401404.15106839983
534430080,129239.46812040378
533252130,204175.16490717986
528458160,298456.0846395742
902300110,95656.84839342558
528228275,179652.44850889742
907130060,170225.25109501643
905105190,135094.8730278809
908225240,103121.64618935964
528480060,272065.6730268897
526355170,243394.12438269344
902105010,90091.46619217392
903225160,130198.10847926573
924151050,216655.4062747377
535456010,136460.21265954763
907130110,176503.09793985466
909451040,120858.23173621738
535126140,195866.76342300302
533253050,161612.90185238872
905480240,99941.15241653047
905479110,105256.18999478738
903233140,133414.5399152981
909254070,184297.59391908167
907250020,255096.7581801826
908102260,133036.62929401456
527403360,123301.93184846076
906225210,158314.70966885553
527359010,153867.92806538087
905100030,130848.29298186538
909250030,114092.55428950058
908225320,126933.1700933048
905201030,82278.90251320005
914474020,226957.41249617998
532479020,146769.56622565354
528228575,225231.6693937871
527107240,171185.93779103088
533253210,176351.59325103628
527127150,227016.44259930914
531450120,195094.70593861377
905427050,159175.51520549058
527258010,290280.28007792705
906476140,162948.923450288
533236090,333189.60976963176
908103090,106649.03549010088
908250090,100965.21656780643
528181010,217149.92409613138
907227090,143833.02139670672
527302185,227854.3061179841
535426150,155212.47948181574
909254100,167206.58514937884
531382120,186709.48794678532
921201060,279950.1204118778
528180140,320789.3059629871
905402090,159208.9289913653
902207120,77213.66117476877
902134100,81597.32008536886
908178050,213850.04616847046
535451210,109712.92880169103
528114050,317360.0834528665
907203010,139918.2363067048
534151175,217911.8764890002
908228040,114233.30891161089
902110080,152733.17163125874
923277040,143231.1865891086
908204160,87521.5835460047
905402110,116310.39564057579
905102060,124272.45523699002
902402010,141069.89290292797
527107130,204830.1559617442
909251030,147372.0261104622
903225040,127829.04647564207
902405120,120690.13230156168
534201280,132674.11808479397
527451290,96489.18106101305
905451390,152074.3889907125
528456200,230314.8098103722
902110130,94944.24989382857
528112010,268133.3449893943
905226130,145070.08217682937
905108120,148290.35628329878
532353120,125947.11660554133
528120030,311736.9629586221
527450110,103853.63448140805
533244040,302680.2340332172
910205120,106365.50301533795
535452100,131019.36948287873
528106050,403491.5993879519
909100170,92488.13726508676
531453040,181311.98138180748
535304060,121873.41135632839
528431120,260488.09330902356
904100170,144316.74528054002
528218090,187200.14148393524
527131110,264975.5197941674
533208010,196034.61440000212
906226080,126607.1869060832
535152200,126323.00716525457
528231020,195639.596795611
911128010,103012.93139406313
527455250,132135.5047536802
535403150,151493.3705251262
533251110,294085.8829309626
535457010,173940.13989343913
528110040,418764.7497337868
923252080,121212.23702148789
909101010,124489.55175831052
535177110,170958.9693952132
528354050,271304.2759291194
528235000,195343.48813649686
909252150,165944.1701052891
909275110,222171.54553402937
534427040,154185.50085083675
535151080,152753.00481288516
923226320,93913.709914217
535450210,150496.53159517745
905403050,91534.60282711002
535382150,94226.39410660534
535176070,150740.56749927584
905103140,142542.65712287364
534201260,154196.56228935695
531451110,131649.32566594786
528348010,297116.19986526447
527212050,370276.75694938115
532377130,137246.90978073375
535325320,117620.64921848635
535383110,96039.46794797546
531450030,192678.86034984488
903401020,168348.95353663986
531363050,159270.3604213975
528358030,338233.6234702546
528456230,211243.43697702695
903227140,126002.01853024481
